dataset,algo,run,objective,risk,return
3,RIME,9,-3.2759422471e-03,1.1963433503e-03,7.7482278446e-03
3,RIME,10,-3.2692760155e-03,1.2177914870e-03,7.7563435180e-03
3,RIME,11,-3.2681471880e-03,1.2155781199e-03,7.7518724958e-03
3,RIME,12,-3.2750935206e-03,1.2066032609e-03,7.7567903021e-03
3,RIME,13,-3.3072990388e-03,1.2247080120e-03,7.8393060896e-03
3,RIME,14,-3.2441411824e-03,1.3253749078e-03,7.8136572726e-03
3,RIME,15,-3.2759531247e-03,1.1961515691e-03,7.7480578186e-03
3,RIME,16,-3.2522009678e-03,1.1967944976e-03,7.7011964332e-03
3,RIME,17,-3.2775753507e-03,1.2114632733e-03,7.7666139747e-03
3,RIME,18,-3.2503592188e-03,1.3226264576e-03,7.8233448952e-03
3,RIME,19,-3.2933962593e-03,1.2899803905e-03,7.8767729092e-03
3,RIME,20,-3.2557077810e-03,1.2065669525e-03,7.7179825145e-03
3,RIME,21,-3.2935793009e-03,1.1980163115e-03,7.7851749132e-03
3,RIME,22,-3.2759529077e-03,1.1958142302e-03,7.7477200456e-03
3,RIME,23,-3.2701601025e-03,1.1969981798e-03,7.7373183848e-03
3,RIME,24,-3.2749175263e-03,1.3246179469e-03,7.8744529995e-03
3,RIME,25,-3.2913923475e-03,1.2133037998e-03,7.7960884948e-03
3,RIME,26,-3.2524407695e-03,1.1980497356e-03,7.7029312745e-03
3,RIME,27,-3.2566631979e-03,1.1997082230e-03,7.7130346189e-03
3,RIME,28,-3.2973926479e-03,1.1719428206e-03,7.7667281165e-03
3,RIME,29,-3.2679075743e-03,1.2007962876e-03,7.7366114362e-03
4,RIME,0,-3.5881500124e-03,1.2519621876e-03,8.4282622124e-03
4,RIME,1,-3.5853641164e-03,1.2302272919e-03,8.4009555247e-03
4,RIME,2,-3.5685494946e-03,1.1977341503e-03,8.3348331396e-03
4,RIME,3,-3.5928191097e-03,1.2281443379e-03,8.4137825572e-03
4,RIME,12,-3.5800741026e-03,1.2538015514e-03,8.4139497567e-03
4,RIME,13,-3.5704869679e-03,1.2187423023e-03,8.3597162381e-03
4,RIME,14,-3.5852982898e-03,1.2464726656e-03,8.4170692452e-03
4,RIME,15,-3.5910572314e-03,1.2681874973e-03,8.4503019601e-03
4,RIME,4,-3.5805186406e-03,1.2169806278e-03,8.3780179090e-03
4,RIME,5,-3.5773768751e-03,1.2782667481e-03,8.4330204983e-03
4,RIME,6,-3.5816898060e-03,1.2144527322e-03,8.3778323441e-03
4,RIME,7,-3.5709528276e-03,1.2686524893e-03,8.4105581446e-03
4,RIME,8,-3.5710383875e-03,1.2137604941e-03,8.3558372690e-03
4,RIME,9,-3.5768471043e-03,1.2309959392e-03,8.3846901478e-03
4,RIME,10,-3.5797370277e-03,1.2349105118e-03,8.3943845672e-03
4,RIME,11,-3.5606676735e-03,1.3794176494e-03,8.5007529965e-03
4,RIME,16,-3.5850147800e-03,1.2658838458e-03,8.4359134057e-03
4,RIME,17,-3.5710590941e-03,1.2304242551e-03,8.3725424433e-03
4,RIME,18,-3.5608252383e-03,1.4826300575e-03,8.6042805341e-03
4,RIME,19,-3.5809779684e-03,1.2715452564e-03,8.4335011932e-03
4,RIME,20,-3.5845042325e-03,1.2184478699e-03,8.3874563349e-03
4,RIME,21,-3.5778191909e-03,1.2351687631e-03,8.3908071450e-03
4,RIME,22,-3.5706304356e-03,1.1971273593e-03,8.3383882305e-03
4,RIME,23,-3.5721008421e-03,1.1734530248e-03,8.3176547090e-03
4,RIME,24,-3.5741861932e-03,1.2350204493e-03,8.3833928358e-03
4,RIME,25,-3.5689902019e-03,1.2186303923e-03,8.3566107962e-03
4,RIME,26,-3.5738370792e-03,1.2277844942e-03,8.3754586527e-03
4,RIME,27,-3.5927541196e-03,1.2447413009e-03,8.4302495401e-03
4,RIME,28,-3.5803665478e-03,1.1740741234e-03,8.3348072191e-03
4,RIME,29,-3.5673365185e-03,1.2197160743e-03,8.3543891113e-03
5,RIME,0,-1.3460303268e-03,7.7245655639e-04,3.4645172100e-03
5,RIME,1,-1.3896963665e-03,7.3103050435e-04,3.5104232373e-03
5,RIME,2,-1.3629830856e-03,7.7147141267e-04,3.4974375838e-03
5,RIME,3,-1.3953835336e-03,8.8722830500e-04,3.6779953723e-03
5,RIME,4,-1.3767976772e-03,7.4571534416e-04,3.4993106986e-03
5,RIME,5,-1.3963587865e-03,7.7269260560e-04,3.5654101787e-03
5,RIME,6,-1.3155821504e-03,8.0109790996e-04,3.4322622108e-03
5,RIME,7,-1.3970131484e-03,6.9118095268e-04,3.4852072494e-03
5,RIME,8,-1.3949603134e-03,7.0309984183e-04,3.4930204687e-03
5,RIME,9,-1.3878649143e-03,9.0313730320e-04,3.6788671317e-03
5,RIME,10,-1.4109920306e-03,7.4171838625e-04,3.5637024475e-03
5,RIME,11,-1.3903195546e-03,9.0865205239e-04,3.6892911617e-03
5,RIME,12,-1.4230770600e-03,6.9466631166e-04,3.5408204316e-03
5,RIME,13,-1.3907208562e-03,6.6604346308e-04,3.4474851755e-03
5,RIME,14,-1.3805492871e-03,7.7446835523e-04,3.5355669294e-03
5,RIME,15,-1.2965881264e-03,7.7983130042e-04,3.3730075533e-03
5,RIME,16,-1.3809180330e-03,7.5424574086e-04,3.5160818069e-03
5,RIME,17,-1.3580252422e-03,6.2855564290e-04,3.3446061273e-03
5,RIME,18,-1.3623057298e-03,7.7529138400e-04,3.4999028435e-03
5,RIME,19,-1.3708658068e-03,9.3633134443e-04,3.6780629579e-03
5,RIME,20,-1.2881342355e-03,7.1444913280e-04,3.2907176037e-03
5,RIME,21,-1.3930772455e-03,8.6504643594e-04,3.6512009270e-03
5,RIME,22,-1.3894959861e-03,6.8959628403e-04,3.4685882562e-03
5,RIME,23,-1.4212251096e-03,7.5356532008e-04,3.5960155393e-03
5,RIME,24,-1.3531307265e-03,7.4053959167e-04,3.4468010446e-03
5,RIME,25,-1.4204256674e-03,7.8038088851e-04,3.6212322233e-03
5,RIME,26,-1.2504516976e-03,8.1252003785e-04,3.3134234331e-03
5,RIME,27,-1.4376354002e-03,7.2688377109e-04,3.6021545716e-03
5,RIME,28,-1.3749208730e-03,6.8313777562e-04,3.4329795216e-03
5,RIME,29,-1.2568264645e-03,6.3880412199e-04,3.1524570510e-03
